FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
843169.txt,https://www.tennisontario.com,28,www.tennisontario.com,21,0,com,100,1,0.5229071,0.071876238,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,5371,562,1,tennisontario,100,100,1,0,1,1,0,1,0,2,0,1,1,0,0,1,1,0,1,263,17,27,235,19,284,1
89027.txt,https://www.theseea.com,22,www.theseea.com,15,0,com,100,1,0.5229071,0.073318353,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1985,4586,1,theseea,100,100,1,0,1,0,0,1,0,21,0,1,1,1,1,1,1,0,1,30,4,40,123,1,48,1
8098681.txt,https://57738d6f-8f37-46ac-aaa4-f448ef168673.id.repl.co/,56,57738d6f-8f37-46ac-aaa4-f448ef168673.id.repl.co,47,0,co,30.7088713,0.25,0.0059772,0.027119093,2,2,0,0,0,19,0.339,21,0.375,0,0,0,8,0.143,1,337,4336498,1,57738d6f-8f37-46ac-aaa4-f448ef168673idrepl,0,0,0,0,1,0,0,0,0,3,0,0,1,1,1,1,1,0,1,1,2,0,1,6,0,0
46550.txt,https://www.dyslexiefont.com,27,www.dyslexiefont.com,20,0,com,100,1,0.5229071,0.056658747,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,295,931,1,dyslexiefont,100,100,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,4,15,21,9,8,1
7971364.txt,https://bhf57-mkhu57.firebaseapp.com/,36,bhf57-mkhu57.firebaseapp.com,28,0,com,59.64989444,0.583333333,0.5229071,0.041808605,3,1,0,0,0,21,0.583,4,0.111,0,0,0,3,0.083,1,108,8125,1,bhf57-mkhu57firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw37539.txt,http://www.products.cleansite.us,31,www.products.cleansite.us,25,0,us,63.1828489,0.555555556,0.0045585,0.05970285,2,2,0,0,0,18,0.581,0,0,0,0,0,2,0.065,0,16,50,1,prodctscleansite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226140.txt,https://www.catersource.com,26,www.catersource.com,19,0,com,100,1,0.5229071,0.073122436,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,820,7379,1,catersource,100,100,1,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,39,34,46,74,1,31,1
mw115456.txt,http://www.a0386457.xsph.ru,27,www.a0386457.xsph.ru,20,0,ru,55.28492647,0.923076923,0.0180132,0.020730045,2,2,0,0,0,7,0.259,7,0.259,0,0,0,2,0.074,0,9,44,1,a0386457xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249353.txt,https://www.morelex.com,22,www.morelex.com,15,0,com,100,1,0.5229071,0.06967251,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,546,1724,1,morelex,100,100,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,5,13,33,0,35,1
604283.txt,https://www.plantei.com.br,25,www.plantei.com.br,18,0,br,100,0.727272727,0.0094423,0.06132153,2,2,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,13114,17618,1,planteicom,0,0,1,1,1,0,0,1,0,3,0,1,0,1,0,0,1,0,1,95,12,43,324,0,346,1
8090166.txt,https://business-request-appeal-9694122.web.app/,48,business-request-appeal-9694122.web.app,39,0,app,34.35239974,0.457142857,0.001502,0.041965898,3,1,0,0,0,27,0.562,7,0.146,0,0,0,6,0.125,1,2,1929,1,business-request-eal-9694122web,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
125882.txt,https://www.wellscathedral.org.uk,32,www.wellscathedral.org.uk,25,0,uk,100,0.833333333,0.028555,0.055878939,2,2,0,0,0,18,0.562,0,0,0,0,0,2,0.062,1,1309,9381,1,wellscathedralorg,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,59,18,20,91,0,119,1
597152.txt,https://www.cobump.com,21,www.cobump.com,14,0,com,100,1,0.5229071,0.061470889,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1313,2356,1,bump,66.66666667,66.66666667,0,1,1,1,0,1,1,2,0,1,1,1,1,0,0,0,1,11,35,70,60,7,63,1
8059660.txt,https://juno-mail-102648.square.site/,37,juno-mail-102648.square.site,28,0,site,56.10485574,0.565217391,0.0017656,0.043374842,4,1,0,0,0,18,0.486,6,0.162,0,0,0,5,0.135,1,271,19896,1,juno-mail-102648square,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,2,0,3,0
mw78408.txt,http://www.varietyjob.com,24,www.varietyjob.com,18,0,com,79.18367347,1,0.5229071,0.05683877,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,67,137282,1,varietyjob,100,100,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,3,1,0,3,0
141648.txt,https://www.inpublishing.co.uk,29,www.inpublishing.co.uk,22,0,uk,100,0.866666667,0.028555,0.049483513,2,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,1075,353,1,inpblishingco,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,90,1,10,105,0,5,1
8016962.txt,https://creencerater.web.app/,28,creencerater.web.app,20,0,app,59.76190476,0.8125,0.001502,0.063274784,3,1,0,0,0,18,0.643,0,0,0,0,0,2,0.071,1,18,100,1,creenceraterweb,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
oph14971.txt,http://ixgieriaiy.duckdns.org/,30,ixgieriaiy.duckdns.org,22,0,org,59.70384373,0.611111111,0.0799628,0.050932628,3,1,0,0,0,20,0.667,0,0,0,0,0,3,0.1,0,9,50,1,ixgieriaiyduckdns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466496.txt,https://www.nmc.edu,18,www.nmc.edu,11,0,edu,100,1,0.0115013,0.062361954,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,288,2981,1,nmc,100,100,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,5,5,7,1,1,19,1
517971.txt,https://www.thedreampillow.com,29,www.thedreampillow.com,22,0,com,100,1,0.5229071,0.059745802,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,3031,7646,1,thedreampillow,100,100,1,0,1,0,0,1,0,22,0,1,1,1,1,1,1,0,1,167,6,31,29,1,15,1
440554.txt,https://www.wondercostumes.com,29,www.wondercostumes.com,22,0,com,100,1,0.5229071,0.065779356,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,826,1553,1,wonderstumes,0,0,1,0,1,1,1,1,0,3,0,1,1,1,0,0,1,0,1,7,6,8,22,0,19,1
397007.txt,https://www.omnia.shop,21,www.omnia.shop,14,0,shop,100,1,0.0004041,0.068538666,4,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,2938,2670,1,omnia,100,100,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,43,2,25,100,2,9,1
45478.txt,https://www.otocikma.com,23,www.otocikma.com,16,0,com,100,1,0.5229071,0.07303545,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,6539,23853,1,otocikma,100,100,1,0,1,1,0,1,0,10,0,1,1,0,0,0,1,0,1,61,6,14,322,1,272,1
882700.txt,https://www.crestmem.edu,23,www.crestmem.edu,16,0,edu,100,1,0.0115013,0.066781876,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,8144,10688,1,crestmem,100,100,0,0,1,1,1,0,0,11,0,0,1,1,0,0,0,0,1,33,48,37,97,1,47,1
mw71238.txt,http://www.droriginals.com,25,www.droriginals.com,19,0,com,86.77777778,1,0.5229071,0.063410353,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,2826,1,droriginals,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
646505.txt,https://www.clippingsnap.com,27,www.clippingsnap.com,20,0,com,100,1,0.5229071,0.055205587,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,972,9381,1,clippingsnap,100,100,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,41,18,32,82,1,89,1
444387.txt,https://www.theweddingoutlet.com,31,www.theweddingoutlet.com,24,0,com,100,1,0.5229071,0.057235851,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,3077,1892,1,theweddingoutlet,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,43,9,33,436,3,36,1
868206.txt,https://www.presbyteriansofthepast.com,37,www.presbyteriansofthepast.com,30,0,com,100,1,0.5229071,0.058800679,3,1,0,0,0,24,0.649,0,0,0,0,0,1,0.027,1,4263,21639,1,presbyteriansofthepast,100,100,1,1,1,0,0,1,0,7,1,0,1,1,0,0,0,0,1,32,8,13,140,3,140,1
mw66348.txt,http://www.voicelan.cannca.shop,30,www.voicelan.cannca.shop,24,0,shop,51.28571429,0.6,0.0004041,0.066270035,4,2,0,0,0,17,0.567,0,0,0,0,0,2,0.067,0,8,41,1,voicelancannca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004509.txt,https://consultanttowars--0102000.repl.co/,41,consultanttowars--0102000.repl.co,33,0,co,42.89958408,0.833333333,0.0059772,0.047827457,2,1,0,0,0,22,0.537,7,0.171,0,0,0,4,0.098,1,198,869,1,nsultanttowars--0102000repl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8067116.txt,https://hd1mi8cvdg.firebaseapp.com/,35,hd1mi8cvdg.firebaseapp.com,26,0,com,64.27788735,0.590909091,0.5229071,0.04881961,3,1,0,0,0,22,0.629,2,0.057,0,0,0,3,0.086,1,108,8125,1,hd1mi8cvdgfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
454533.txt,https://www.estesparkshuttle.com,31,www.estesparkshuttle.com,24,0,com,100,1,0.5229071,0.058832998,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,315,4125,1,estesparkshuttle,100,100,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,22,15,11,3,6,1
8014524.txt,https://abuseid.10096101534410096410.com/?fbclid=2058206525626520,64,abuseid.10096101534410096410.com,32,0,com,16.05268465,1,0.5229071,0.01778043,3,1,0,0,0,16,0.25,35,0.547,1,1,0,3,0.078,1,106,2096,1,abuseid10096101534410096410?fbclid=205820652562652,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
540809.txt,https://www.fundabilities.com,28,www.fundabilities.com,21,0,com,100,1,0.5229071,0.056452634,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,665,309,1,fundabilities,100,100,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,24,16,27,106,1,72,1
405284.txt,https://www.crystalhills.com,27,www.crystalhills.com,20,0,com,100,1,0.5229071,0.056232402,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1498,11744,1,crystalhills,100,100,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,40,34,34,91,5,90,1
426550.txt,https://www.borntolisten.com,27,www.borntolisten.com,20,0,com,100,1,0.5229071,0.067246649,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1005,8047,1,borntolisten,100,100,0,1,1,0,0,0,0,4,0,1,1,1,1,0,0,0,1,12,9,13,88,2,71,1
5260.txt,https://www.bookdepository.com,29,www.bookdepository.com,22,0,com,100,1,0.5229071,0.063612518,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,10191,1840,1,bookdepository,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,161,2,9,885,9,20,1
32897.txt,https://www.uml.org,18,www.uml.org,11,0,org,100,1,0.0799628,0.060189758,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,681,7695,1,uml,100,100,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,10,15,24,1,0,26,1
737404.txt,https://www.chrisconrad.com,26,www.chrisconrad.com,19,0,com,100,1,0.5229071,0.066108931,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,850,9381,1,chrisnrad,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,71,11,19,155,0,157,1
156908.txt,https://www.libon.com,20,www.libon.com,13,0,com,100,1,0.5229071,0.066302934,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1681,282,1,libon,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,23,1,3,203,3,30,1
mw115035.txt,http://www.ravor.ac.ug,21,www.ravor.ac.ug,15,0,ug,70.90909091,0.75,0.0000706,0.063155176,2,2,0,0,0,8,0.381,0,0,0,0,0,2,0.095,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147046.txt,https://www.newdaily.co.kr,25,www.newdaily.co.kr,18,0,kr,100,0.818181818,0.0022733,0.052779493,2,2,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,1676,837,1,newdailyco,0,0,0,0,1,0,0,1,0,19,0,1,1,1,0,0,1,0,1,44,21,13,178,3,108,1
82798.txt,https://www.oldest.org,21,www.oldest.org,14,0,org,100,1,0.0799628,0.067513968,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1106,9381,1,oldest,100,100,0,1,1,0,0,1,1,3,0,1,1,0,0,0,0,0,1,25,16,23,123,1,130,1
179344.txt,https://www.tng-project.org,26,www.tng-project.org,19,0,org,100,0.727272727,0.0799628,0.059826691,3,1,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,257,309,1,tng-project,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,5,22,0,8,1
582865.txt,https://www.sfvgroup.az,22,www.sfvgroup.az,15,0,az,100,1,0.0001673,0.045819712,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1104,477,1,sfvgroup,100,100,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,92,6,8,54,0,37,1
7421060.txt,http://hedefpanel.net/,21,hedefpanel.net,14,0,net,63.40136054,1,0.0384199,0.057420622,3,0,0,0,0,13,0.619,0,0,0,0,0,1,0.048,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742352.txt,https://www.illahevineyards.com,30,www.illahevineyards.com,23,0,com,100,1,0.5229071,0.057847354,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1349,15598,1,illahevineyards,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,32,7,17,20,3,15,1
8078587.txt,http://43.159.32.185/v3/signin/identifier?dsh=s-184306573:1678993240302008&amp;continue=https://accounts.google.com/?&amp;xrealip=149.56.153.181&amp;followup=https://accounts.google.com/?&amp;xrealip=149.56.153.181&amp;ifkv=awnoghfzyqpxvjzu881uxcu56fzehdz9r1g4w7jvqvy2q1dfqsp_qkv2zuvhhve_dop6wascwgcnja&amp;passive=1209600&amp;xrealip=149.56.153.181&amp;flowname=glifwebsignin&amp;flowentry=servicelogin,403,43.159.32.185,13,1,185,1.851240721,0.444444444,0,0.035712302,3,2,0,0,0,235,0.583,89,0.221,10,3,0,43,0.139,1,2,1638,1,4315932v3signinidentifier?dsh=s-184306573:1678993240302008&amp;continue=accountsgooglecom?&amp;xrealip=14956153181&amp;followup=accountsgooglecom?&amp;xrealip=14956153181&amp;ifkv=awnoghfzyqpxvjzu881uxcu56fzehdz9r1g4w7jvqvy2q1dfqsp_qkv2zuvhhve_dop6wascwgcnja&amp;passive=1209600&amp;xrealip=14956153181&amp;flowname=glifwebsignin&amp;flowentry=servicelogin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40034.txt,https://www.wisebread.com,24,www.wisebread.com,17,0,com,100,1,0.5229071,0.06187644,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1450,1679,1,wisebread,100,100,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,38,4,20,146,1,53,1
7530994.txt,https://lt27.de/jal0cm,21,lt27.de,7,0,de,43.53741497,1,0.0326503,0.038631167,2,0,0,0,0,8,0.381,3,0.143,0,0,0,2,0.095,1,41,281,1,lt27jal0c,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,0,7,0
mw74739.txt,http://www.ecoimpactnft.com,26,www.ecoimpactnft.com,20,0,com,68.70404412,1,0.5229071,0.066193158,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,2,2826,1,eimpactnft,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
507586.txt,https://www.city.choshi.chiba.jp,31,www.city.choshi.chiba.jp,24,0,jp,100,0.411764706,0.0230451,0.05102707,2,3,0,0,0,16,0.516,0,0,0,0,0,3,0.097,1,519,1077,1,citychoshichiba,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,37,5,5,23,0,40,1
579714.txt,https://www.thehendersonnc.com,29,www.thehendersonnc.com,22,0,com,100,1,0.5229071,0.065147476,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1794,13603,1,thehendersonnc,100,100,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,21,16,18,59,15,62,1
789870.txt,https://www.apg-ga.com,21,www.apg-ga.com,14,0,com,100,0.666666667,0.5229071,0.059958801,3,1,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,7126,4527,1,apg-ga,100,100,0,0,1,0,0,1,0,3,0,1,0,1,0,0,1,0,1,19,8,11,432,3,13,1
812733.txt,https://www.geopoetika.com,25,www.geopoetika.com,18,0,com,100,1,0.5229071,0.069008892,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,2883,4606,1,geopoetika,100,100,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,70,23,12,134,3,143,1
mw37327.txt,http://www.itunesimages.itemdb.com,33,www.itunesimages.itemdb.com,27,0,com,50.72222222,0.684210526,0.5229071,0.061530523,3,2,0,0,0,20,0.606,0,0,0,0,0,2,0.061,0,16,50,1,itunesimagesitemdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8003340.txt,https://meta-business-appeal-125-21661.web.app/,46,meta-business-appeal-125-21661.web.app,38,0,app,35.29369984,0.411764706,0.001502,0.041656508,3,1,0,0,0,24,0.522,8,0.174,0,0,0,6,0.13,1,108,8125,1,meta-business-eal-125-21661web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
849868.txt,https://www.twobillsdrive.com,28,www.twobillsdrive.com,21,0,com,100,1,0.5229071,0.055131381,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,877,9381,1,twobillsdrive,100,100,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,9,8,21,37,0,72,1
243389.txt,https://www.schlosspark-center.de,32,www.schlosspark-center.de,25,0,de,100,0.666666667,0.0326503,0.058340109,2,1,0,0,0,18,0.562,0,0,0,0,0,2,0.062,1,699,7559,1,schlosspark-center,100,100,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,41,3,7,68,0,47,1
8020879.txt,https://immense-rough-beauty.glitch.me/vaewa.htm,47,immense-rough-beauty.glitch.me,30,0,me,30.59756098,0.296296296,0.0036375,0.054922577,2,1,0,0,0,33,0.702,0,0,0,0,0,6,0.128,1,82,155,1,imnse-rough-beautyglitchvaewaht,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
722337.txt,https://www.cotswoldseeds.com,28,www.cotswoldseeds.com,21,0,com,100,1,0.5229071,0.06452328,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,755,3572,1,tswoldseeds,84.61538462,84.61538462,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,23,29,10,68,2,8,1
237704.txt,https://www.95percentgroup.com,29,www.95percentgroup.com,22,0,com,100,1,0.5229071,0.054865729,3,1,0,0,0,14,0.483,2,0.069,0,0,0,1,0.034,1,988,1889,1,95percentgroup,100,100,0,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,37,12,7,112,0,31,1
8095231.txt,https://gzanzb.cn,17,gzanzb.cn,9,0,cn,65.67901235,1,0.0033218,0.041296503,2,0,0,0,0,8,0.471,0,0,0,0,0,1,0.059,1,13,73,1,gzanzb,100,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw18303.txt,http://www.gg4222.com,20,www.gg4222.com,14,0,com,68.72727273,1,0.5229071,0.029886799,3,1,0,0,0,4,0.2,4,0.2,0,0,0,1,0.05,0,3,78,1,gg4222,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw71132.txt,http://www.ruaysatu99.com,24,www.ruaysatu99.com,18,0,com,62.8909552,1,0.5229071,0.04914591,3,1,0,0,0,10,0.417,2,0.083,0,0,0,1,0.042,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8018845.txt,https://ergwerbt.web.app/,24,ergwerbt.web.app,16,0,app,50.73529412,0.75,0.001502,0.048210709,3,1,0,0,0,14,0.583,0,0,0,0,0,2,0.083,1,108,8125,1,ergwerbtweb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw55475.txt,http://www.methisu.ga,20,www.methisu.ga,14,0,ga,64.36363636,1,0.0002256,0.051145317,2,1,0,0,0,8,0.4,0,0,0,0,0,1,0.05,0,20,208,1,methisu,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8084358.txt,https://alicelane.co.za/cherish/testing.html,44,alicelane.co.za,15,0,za,39.08074741,0.833333333,0.0018398,0.060067284,2,1,0,0,0,31,0.705,0,0,0,0,0,5,0.114,1,90,394,1,alicelanecocherishtestinghtml,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
8101655.txt,https://cuuinbbaseprlgini.godaddysites.com/,43,cuuinbbaseprlgini.godaddysites.com,34,0,com,55.04695996,0.6,0.5229071,0.054506458,3,1,0,0,0,32,0.744,0,0,0,0,0,3,0.07,1,85,5602,1,cuuinbbaseprlginigodaddysites,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,4,2,0,2,0
621896.txt,https://www.perfect4ufashion.co.uk,33,www.perfect4ufashion.co.uk,26,0,uk,100,0.526315789,0.028555,0.055141204,2,2,0,0,0,18,0.545,1,0.03,0,0,0,2,0.061,1,5601,5854,1,perfect4fashionco,0,0,0,0,1,0,0,1,0,24,0,1,1,1,1,1,1,0,1,73,3,23,150,474,41,1
617293.txt,https://www.mmetours.com,23,www.mmetours.com,16,0,com,100,1,0.5229071,0.069521876,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1401,1267,1,mmetours,100,100,0,0,0,0,0,1,3,5,0,1,1,1,1,0,1,0,1,29,13,61,88,1,18,1
870047.txt,https://www.alisweb.org,22,www.alisweb.org,15,0,org,100,1,0.0799628,0.059000135,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,480,383,1,alisweb,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,5,9,34,2,14,1
59709.txt,https://www.waynecounty.com,26,www.waynecounty.com,19,0,com,100,1,0.5229071,0.058582233,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,7700,454,1,wayneunty,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,25,5,11,788,0,39,1
515704.txt,https://www.kratonjogja.id,25,www.kratonjogja.id,18,0,id,100,1,0.0014653,0.055117136,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1403,636,1,kratonjogja,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,23,2,13,49,3,17,1
oph07684.txt,https://dev-teterinseguradsassdddd.pantheonsite.io/token.php,60,dev-teterinseguradsassdddd.pantheonsite.io,42,0,io,46.32689517,0.58974359,0.0129268,0.056737441,2,1,0,0,0,47,0.783,0,0,0,0,0,5,0.083,1,141,161,1,dev-teterinseguradsassddddpantheonsitetokenphp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
176974.txt,https://www.aetnainternational.com,33,www.aetnainternational.com,26,0,com,100,1,0.5229071,0.070487488,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,16677,2439,1,aetnainternational,100,100,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,34,3,7,238,41,62,1
234061.txt,https://www.torquegamers.com,27,www.torquegamers.com,20,0,com,100,1,0.5229071,0.064029918,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,257,308,1,torquegamers,100,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,6,9,0,3,6,1
439707.txt,https://www.royalhouseofgeorgia.ge,33,www.royalhouseofgeorgia.ge,26,0,ge,100,1,0.0001883,0.060320615,2,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,1053,911,1,royalhouseofeoria,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,9,14,88,11,107,1
178609.txt,https://www.jameshotels.com,26,www.jameshotels.com,19,0,com,100,1,0.5229071,0.064507724,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,697,3104,1,jameshotels,100,100,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,32,1,10,66,8,52,1
760952.txt,https://www.boat-lifestyle.com,29,www.boat-lifestyle.com,22,0,com,100,0.714285714,0.5229071,0.060272126,3,1,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,12917,171855,1,boat-lifestyle,100,100,0,0,0,1,0,1,0,24,0,1,1,1,1,1,1,0,1,227,39,70,337,2,68,1
726633.txt,https://www.epicenter.org,24,www.epicenter.org,17,0,org,100,1,0.0799628,0.069900866,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,635,6352,1,epicenter,100,100,1,0,1,1,0,1,0,3,0,1,1,1,0,1,0,0,1,3,7,23,14,6,11,1
